項次,業者名稱(市招),縣市,行政區,業者地址,產品名稱,稽查日期,稽查/檢驗項目,稽查/檢驗結果,違反之食安法條及相關法,裁罰金額,備註
13367,立峯蛋行,臺北市,北投區,臺北市北投區八仙里北投路1段39號,常溫生鮮原料蛋,114/6/21,動物用藥殘留,合格,,,
13368,振禾蛋店,臺北市,中正區,臺北市中正區詔安街40之8號,雞蛋,114/6/25,動物用藥殘留,合格,,,
13435,立峯蛋行,臺北市,北投區,臺北市北投區八仙里北投路1段39號,常溫生鮮原料蛋,114/6/21,農藥殘留,合格,,,
13436,振禾蛋店,臺北市,中正區,臺北市中正區詔安街40之8號,雞蛋,114/6/25,農藥殘留,合格,,,
13503,扶陞貿易有限公司,臺北市,士林區,臺北市士林區大南路419號8樓,保衛佳®膠囊,114/8/6,標示,不合格,違反健康食品管理法第13條規定，依同法第23條裁處,30000,
13512,美強生營養品股份有限公司,臺北市,大安區,臺北市大安區仁愛路三段136號6樓  ,ENFA智睿1嬰兒配方-新升級,114/7/23,標示,合格,,,嬰幼兒食品
13513,美強生營養品股份有限公司,臺北市,大安區,臺北市大安區仁愛路三段136號6樓  ,親舒水解1部分水解蛋白嬰兒配方(新配方),114/7/23,標示,合格,,,嬰幼兒食品
13514,美強生營養品股份有限公司,臺北市,大安區,臺北市大安區仁愛路三段136號6樓  ,ENFA鉑睿1嬰兒配方-新升級,114/7/23,標示,合格,,,嬰幼兒食品
13515,裕利股份有限公司,臺北市,松山區,臺北市松山區南京東路4段126號10樓、10樓之1至之3  ,愛他美PROSYNEO部分水解蛋白嬰兒配方,114/7/22,標示,合格,,,嬰幼兒食品
13516,裕利股份有限公司,臺北市,松山區,臺北市松山區南京東路4段126號10樓、10樓之1至之3  ,諾優能金版初生嬰兒配方,114/7/22,標示,合格,,,嬰幼兒食品
13517,裕利股份有限公司,臺北市,松山區,臺北市松山區南京東路4段126號10樓、10樓之1至之3  ,APTAMILPROFUTURA愛他美較大嬰兒配方,114/7/22,標示,合格,,,嬰幼兒食品
13518,端強實業股份有限公司,臺北市,中山區,臺北市中山區松江路72號3樓  ,新安琪兒安哺嬰兒配方-酸化新配方,114/7/21,標示,合格,,,嬰幼兒食品
13519,端強實業股份有限公司,臺北市,中山區,臺北市中山區松江路72號3樓  ,新安琪兒安哺GOLD嬰兒配方,114/7/21,標示,合格,,,嬰幼兒食品
13520,端強實業股份有限公司,臺北市,中山區,臺北市中山區松江路72號3樓  ,新安琪兒臻護SuperCare嬰兒配方,114/7/21,標示,合格,,,嬰幼兒食品
13597,台灣卡多摩嬰童館股份有限公司台北大安分公司,臺北市,大安區,臺北市大安區大安路二段104號,ENFAALL純睿-嬰兒配方,114/7/23,重金屬,合格,,,嬰幼兒食品
13598,台灣卡多摩嬰童館股份有限公司台北大安分公司,臺北市,大安區,臺北市大安區大安路二段104號,ENFAALL純睿-嬰兒配方,114/7/23,黃麴毒素M1,合格,,,嬰幼兒食品
13599,台灣卡多摩嬰童館股份有限公司台北大安分公司,臺北市,大安區,臺北市大安區大安路二段104號,ENFAALL純睿-嬰兒配方,114/7/23,苯駢芘,合格,,,嬰幼兒食品
13600,台灣卡多摩嬰童館股份有限公司台北大安分公司,臺北市,大安區,臺北市大安區大安路二段104號,ENFAALL純睿-嬰兒配方,114/7/23,縮水甘油脂肪酸酯,合格,,,嬰幼兒食品
13601,台灣卡多摩嬰童館股份有限公司台北大安分公司,臺北市,大安區,臺北市大安區大安路二段104號,ENFAALL純睿-嬰兒配方,114/7/23,食品微生物,合格,,,嬰幼兒食品
13602,台灣卡多摩嬰童館股份有限公司台北大安分公司,臺北市,大安區,臺北市大安區大安路二段104號,ENFA智睿1嬰兒配方-新升級,114/7/23,重金屬,合格,,,嬰幼兒食品
13603,台灣卡多摩嬰童館股份有限公司台北大安分公司,臺北市,大安區,臺北市大安區大安路二段104號,ENFA智睿1嬰兒配方-新升級,114/7/23,黃麴毒素M1,合格,,,嬰幼兒食品
13604,台灣卡多摩嬰童館股份有限公司台北大安分公司,臺北市,大安區,臺北市大安區大安路二段104號,ENFA智睿1嬰兒配方-新升級,114/7/23,苯駢芘,合格,,,嬰幼兒食品
13605,台灣卡多摩嬰童館股份有限公司台北大安分公司,臺北市,大安區,臺北市大安區大安路二段104號,ENFA智睿1嬰兒配方-新升級,114/7/23,縮水甘油脂肪酸酯,合格,,,嬰幼兒食品
13606,裕利股份有限公司,臺北市,松山區,臺北市松山區南京東路4段126號10樓、10樓之1至之3  ,諾優能金版初生嬰兒配方,114/7/22,重金屬,合格,,,嬰幼兒食品
13607,裕利股份有限公司,臺北市,松山區,臺北市松山區南京東路4段126號10樓、10樓之1至之3  ,諾優能金版初生嬰兒配方,114/7/22,黃麴毒素M1,合格,,,嬰幼兒食品
13608,裕利股份有限公司,臺北市,松山區,臺北市松山區南京東路4段126號10樓、10樓之1至之3  ,諾優能金版初生嬰兒配方,114/7/22,苯駢芘,合格,,,嬰幼兒食品
13609,裕利股份有限公司,臺北市,松山區,臺北市松山區南京東路4段126號10樓、10樓之1至之3  ,諾優能金版初生嬰兒配方,114/7/22,縮水甘油脂肪酸酯,合格,,,嬰幼兒食品
13610,裕利股份有限公司,臺北市,松山區,臺北市松山區南京東路4段126號10樓、10樓之1至之3  ,諾優能金版初生嬰兒配方,114/7/22,食品微生物,合格,,,嬰幼兒食品
13611,裕利股份有限公司,臺北市,松山區,臺北市松山區南京東路4段126號10樓、10樓之1至之3  ,愛他美PROSYNEO部分水解蛋白嬰兒配方,114/7/22,重金屬,合格,,,嬰幼兒食品
13612,裕利股份有限公司,臺北市,松山區,臺北市松山區南京東路4段126號10樓、10樓之1至之3  ,愛他美PROSYNEO部分水解蛋白嬰兒配方,114/7/22,黃麴毒素M1,合格,,,嬰幼兒食品
13613,裕利股份有限公司,臺北市,松山區,臺北市松山區南京東路4段126號10樓、10樓之1至之3  ,愛他美PROSYNEO部分水解蛋白嬰兒配方,114/7/22,苯駢芘,合格,,,嬰幼兒食品
13614,裕利股份有限公司,臺北市,松山區,臺北市松山區南京東路4段126號10樓、10樓之1至之3  ,愛他美PROSYNEO部分水解蛋白嬰兒配方,114/7/22,縮水甘油脂肪酸酯,合格,,,嬰幼兒食品
13615,美康正康藥局,臺北市,中山區,臺北市中山區北安路616之1號、618號2樓之1,新安琪兒安哺GOLD嬰兒配方,114/7/21,重金屬,合格,,,嬰幼兒食品
13616,美康正康藥局,臺北市,中山區,臺北市中山區北安路616之1號、618號2樓之1,新安琪兒安哺GOLD嬰兒配方,114/7/21,黃麴毒素M1,合格,,,嬰幼兒食品
13617,美康正康藥局,臺北市,中山區,臺北市中山區北安路616之1號、618號2樓之1,新安琪兒安哺GOLD嬰兒配方,114/7/21,苯駢芘,合格,,,嬰幼兒食品
13618,美康正康藥局,臺北市,中山區,臺北市中山區北安路616之1號、618號2樓之1,新安琪兒安哺GOLD嬰兒配方,114/7/21,縮水甘油脂肪酸酯,合格,,,嬰幼兒食品
13619,美康正康藥局,臺北市,中山區,臺北市中山區北安路616之1號、618號2樓之1,新安琪兒安哺GOLD嬰兒配方,114/7/21,食品微生物,合格,,,嬰幼兒食品
13620,美康正康藥局,臺北市,中山區,臺北市中山區北安路616之1號、618號2樓之1,新安琪兒安哺嬰兒配方-酸化新配方,114/7/21,重金屬,合格,,,嬰幼兒食品
13621,美康正康藥局,臺北市,中山區,臺北市中山區北安路616之1號、618號2樓之1,新安琪兒安哺嬰兒配方-酸化新配方,114/7/21,黃麴毒素M1,合格,,,嬰幼兒食品
13622,美康正康藥局,臺北市,中山區,臺北市中山區北安路616之1號、618號2樓之1,新安琪兒安哺嬰兒配方-酸化新配方,114/7/21,苯駢芘,合格,,,嬰幼兒食品
13623,美康正康藥局,臺北市,中山區,臺北市中山區北安路616之1號、618號2樓之1,新安琪兒安哺嬰兒配方-酸化新配方,114/7/21,縮水甘油脂肪酸酯,合格,,,嬰幼兒食品
13690,家福股份有限公司臺北重慶分公司,臺北市,大同區,臺北市大同區重慶北路2段171號,白米,114/7/7,重金屬,合格,,,
13691,棉花田生機園地股份有限公司內湖門市,臺北市,內湖區,臺北市內湖區成功路3段181號,有機白米,114/9/3,重金屬,合格,,,
13692,棉花田生機園地股份有限公司內湖門市,臺北市,內湖區,臺北市內湖區成功路3段181號,小麥胚芽,114/9/3,重金屬,合格,,,
13722,家福股份有限公司臺北重慶分公司,臺北市,大同區,臺北市大同區重慶北路2段171號,九層塔,114/7/7,重金屬,合格,,,
13723,家福股份有限公司臺北重慶分公司,臺北市,大同區,臺北市大同區重慶北路2段171號,肉桂粉,114/7/7,重金屬,合格,,,
13724,瑞康生醫科技股份有限公司,臺北市,松山區,臺北市松山區南京東路4段53巷7弄6號,臺灣巴西蘑菇乾菇,114/7/4,重金屬,合格,,,
13725,千家食堂,臺北市,大安區,臺北市大安區仁愛路四段300巷19弄6號,巴西蘑菇,114/9/2,重金屬,不合格,違反食安法第47條第11款規定,30000,
13726,沅馥食品有限公司,臺北市,大同區,臺北市大同區迪化街1段65號,竹笙,114/9/2,重金屬,合格,,,
13727,橘色涮涮屋火鍋店大安分店,臺北市,大安區,臺北市大安區大安路1段135號,特級竹笙,114/9/2,重金屬,合格,,,
13791,海園水產有限公司,臺北市,中山區,臺北市中山區民族東路410巷23弄4號,活鮑魚(70-90g),114/9/2,重金屬,合格,,,
13792,濱江漁屋台,臺北市,中山區,臺北市中山區龍江路370巷65號,(生食用)冷凍海膽,114/9/2,重金屬,合格,,,
13793,榮濱商圈-珍興水產,臺北市,中山區,臺北市中山區民族東路410巷(4區店009號),海膽,114/9/2,重金屬,合格,,,
13794,臺北漁產零批理貨場-郭振賢(8排10號攤),臺北市,萬華區,臺北市萬華區萬大路531號,帶魚,114/9/2,重金屬,合格,,,
13810,全家便利商店股份有限公司臺北市第632分公司,臺北市,士林區,臺北市士林區士東路86號1樓,鮮榨蘋果原汁,114/7/3,重金屬,合格,,,
13821,格銳國際實業有限公司,臺北市,中正區,臺北市中正區信義路2段1之4號1樓,歐特有機亞麻仁籽,114/7/1,重金屬,合格,,,
13822,棉花田生機園地股份有限公司信義門市,臺北市,中正區,臺北市中正區金山南路1段139-1號1樓及2樓,西伯利亞野生松子,114/7/1,重金屬,合格,,,
13837,棉花田生機園地股份有限公司信義門市,臺北市,中正區,臺北市中正區金山南路1段139-1號,野生胭脂蝦仁,114/7/1,重金屬,合格,,,
13838,全聯實業股份有限公司士林社子分公司,臺北市,士林區,臺北市士林區社正路59號61及61之1號1樓,船凍透抽,114/7/1,重金屬,合格,,,
13839,統康生活事業股份有限公司臺北101分公司,臺北市,信義區,臺北市信義區市府路45號B1,冷凍牡蠣肉,114/7/2,重金屬,合格,,,
13840,統康生活事業股份有限公司臺北101分公司,臺北市,信義區,臺北市信義區市府路45號B1,爭鮮北海道生干貝,114/7/2,重金屬,合格,,,
13885,統一生活事業股份有限公司臺北市第四十二分公司,臺北市,中山區,臺北市中山區松江路307號1、2樓,大研EPA1200頂級魚油軟膠囊,114/9/2,重金屬,合格,,,
13895,點點心股份有限公司,臺北市,士林區,臺北市士林區忠誠路2段55號B1,松花皮旦,114/7/8,重金屬,合格,,,
13896,裕霖餐飲股份有限公司,臺北市,士林區,臺北市士林區忠誠路2段55號12樓,皮蛋,114/7/8,重金屬,合格,,,
13897,嘉億蛋行,臺北市,大安區,臺北市大安區和平東路2段118巷54弄11號,雞蛋,114/9/3,重金屬,合格,,,
13898,嘉億蛋行,臺北市,大安區,臺北市大安區和平東路2段118巷54弄11號,皮蛋,114/9/3,重金屬,合格,,,
13951,北投春天藥局,臺北市,北投區,臺北市北投區中央南路1段76號,親舒水解3部分水解蛋白幼兒成長配方,114/7/1,重金屬,合格,,,嬰幼兒食品
13952,統康生活事業股份有限公司(松山光復分公司),臺北市,松山區,臺北市松山區光復北路198號,桂格有機米精,114/9/3,重金屬,合格,,,嬰幼兒食品
14019,123甘草芭樂,臺北市,士林區,臺北市士林區中正路679-1號一樓,–,114/7/31,GHP,合格,,,
14021,CoCo壱番屋,臺北市,士林區,臺北市士林區士商路189號B1,–,114/8/6,GHP,合格,,,
14023,MisterDonut-101,臺北市,信義區,臺北市信義區市府路45號B1,–,114/10/1,GHP,合格,,,
14025,小南門食品股份有限公司(小南門豆花捷運店),臺北市,中正區,臺北市中正區忠孝西路一段49號b1,–,114/7/8,GHP,合格,,,
14027,云之南美食坊(云滇),臺北市,大安區,臺北市大安區忠孝東路四段49巷4弄14號,–,114/9/30,GHP,合格,,,
14029,天天菜,臺北市,松山區,臺北市松山區民生東路4段56巷1弄2號,–,114/7/21,GHP,合格,,,
14031,古早味絕配雞魯飯,臺北市,中山區,臺北市中山區合江街124號2樓,–,114/10/14,GHP,合格,,,
14033,百變全球餐飲股份有限公司光復分公司,臺北市,松山區,臺北市松山區光復北路8號,–,114/7/21,GHP,合格,,,
14035,百變全球餐飲股份有限公司,臺北市,信義區,臺北市信義區忠孝東路五段790巷25弄9號1樓,–,114/7/9,GHP,合格,,,
14037,艾叻沙慶城店,臺北市,松山區,臺北市松山區慶城街1號B1,–,114/7/24,GHP,合格,,,
14039,來福企業社(燴飯達人),臺北市,中山區,臺北市中山區新生北路2段41巷36號,–,114/8/6,GHP,合格,,,
14041,阿麗越南河粉,臺北市,大同區,臺北市大同區萬全街32巷10號,–,114/10/14,GHP,合格,,,
14043,姥干爹酸菜魚(老干爹),臺北市,文山區,臺北市文山區羅斯福路5段287號2樓,–,114/7/8,GHP,合格,,,
14045,泉源咖啡煎焙所,臺北市,北投區,臺北市北投區泉源路58號,–,114/7/15,GHP,合格,,,
14047,茗香園冰室,臺北市,大同區,臺北市大同區南京西路18巷6號2樓之1,–,114/8/4,GHP,合格,,,
14049,老饕廚房,臺北市,文山區,臺北市文山區景文街137號2樓,–,114/7/25,GHP,合格,,,
14051,和德昌股份有限公司(麥當勞民生III分店),臺北市,大同區,臺北市大同區民生西路55號1樓,–,114/7/8,GHP,合格,,,
14053,勝成餐飲股份有限公司(勝博殿三創店),臺北市,中正區,臺北市中正區市民大道三段2號B2,–,114/7/28,GHP,合格,,,
14055,啾咖啡,臺北市,大安區,臺北市大安區忠孝東路四段223巷47號,–,114/7/9,GHP,合格,,,
14057,誠記河粉公司-慶城店,臺北市,松山區,臺北市松山區慶城街1號地下1樓,–,114/7/16,GHP,合格,,,
14059,路易莎咖啡有限公司-基河新光店,臺北市,士林區,臺北市士林區基河路250號之1,–,114/8/7,GHP,合格,,,
14061,路易莎咖啡-忠孝延吉店,臺北市,大安區,臺北市大安區延吉街137巷4號1樓、B1,–,114/7/9,GHP,合格,,,
14063,路易莎咖啡-研究院路門市,臺北市,南港區,臺北市南港區忠孝東路七段620號B1+1F,–,114/7/7,GHP,合格,,,
14065,鴉片粉圓,臺北市,士林區,臺北市士林區中正路340號1樓,–,114/9/15,GHP,合格,,,
14067,蘇杭小館(蘇杭點心店古亭店),臺北市,中正區,臺北市中正區羅斯福路2段14號1樓,–,114/7/7,GHP,合格,,,
14174,123甘草芭樂,臺北市,士林區,臺北市士林區中正路679-1號一樓,–,114/7/15,標示,合格,,,
14176,CoCo壱番屋,臺北市,士林區,臺北市士林區士商路189號B1,–,114/7/7,標示,合格,,,
14178,MisterDonut-101,臺北市,信義區,臺北市信義區市府路45號B1,–,114/7/9,標示,合格,,,
14180,小南門食品股份有限公司(小南門豆花捷運店),臺北市,中正區,臺北市中正區忠孝西路一段49號b1,–,114/7/8,標示,合格,,,
14182,云之南美食坊(云滇),臺北市,大安區,臺北市大安區忠孝東路四段49巷4弄14號,–,114/9/30,標示,合格,,,
14184,天天菜,臺北市,松山區,臺北市松山區民生東路4段56巷1弄2號,–,114/7/21,標示,合格,,,
14186,古早味絕配雞魯飯,臺北市,中山區,臺北市中山區合江街124號2樓,–,114/9/2,標示,合格,,,
14188,百變全球餐飲股份有限公司光復分公司,臺北市,松山區,臺北市松山區光復北路8號,–,114/7/21,標示,合格,,,
14190,百變全球餐飲股份有限公司,臺北市,信義區,臺北市信義區忠孝東路五段790巷25弄9號1樓,–,114/7/9,標示,合格,,,
14192,艾叻沙慶城店,臺北市,松山區,臺北市松山區慶城街1號B1,–,114/7/24,標示,合格,,,
14194,來福企業社(燴飯達人),臺北市,中山區,臺北市中山區新生北路2段41巷36號,–,114/8/6,標示,合格,,,
14196,阿麗越南河粉,臺北市,大同區,臺北市大同區萬全街32巷10號,–,114/7/8,標示,合格,,,
14198,姥干爹酸菜魚(老干爹),臺北市,文山區,臺北市文山區羅斯福路5段287號2樓,–,114/7/8,標示,合格,,,
14200,泉源咖啡煎焙所,臺北市,北投區,臺北市北投區泉源路58號,–,114/7/15,標示,合格,,,
14202,茗香園冰室,臺北市,大同區,臺北市大同區南京西路18巷6號2樓之1,–,114/7/8,標示,合格,,,
14204,老饕廚房,臺北市,文山區,臺北市文山區景文街137號2樓,–,114/7/8,標示,合格,,,
14206,和德昌股份有限公司(麥當勞民生III分店),臺北市,大同區,臺北市大同區民生西路55號1樓,–,114/7/8,標示,合格,,,
14208,勝成餐飲股份有限公司(勝博殿三創店),臺北市,中正區,臺北市中正區市民大道三段2號B2,–,114/7/10,標示,合格,,,
14210,啾咖啡,臺北市,大安區,臺北市大安區忠孝東路四段223巷47號,–,114/7/9,標示,合格,,,
14212,誠記河粉公司-慶城店,臺北市,松山區,臺北市松山區慶城街1號地下1樓,–,114/7/16,標示,合格,,,
14214,路易莎咖啡有限公司-基河新光店,臺北市,士林區,臺北市士林區基河路250號之1,–,114/7/7,標示,合格,,,
