項次,業者名稱(市招),縣市,行政區,業者地址,產品名稱,稽查日期,稽查/檢驗項目,稽查/檢驗結果,違反之食安法條及相關法,裁罰金額,備註
35852,澄食小人屋,臺北市,內湖區,臺北市內湖區成功路4段41巷1號,天使紅蝦,114/4/2,動物用藥殘留,合格,,,
35853,澄食小人屋,臺北市,內湖區,臺北市內湖區成功路4段41巷1號,午仔魚,114/4/2,動物用藥殘留,合格,,,
35854,大潤發內湖二店,臺北市,內湖區,臺北市內湖區舊宗路1段188號,特大巴沙魚片(鯰魚),114/4/1,動物用藥殘留,合格,,,
35855,南門鮮魚號,臺北市,中正區,臺北市中正區羅斯福路1路8號,青衣魚,114/4/1,動物用藥殘留,合格,,,
35856,正益魚行,臺北市,萬華區,臺北市萬華區富民路145巷5號1樓,午仔魚,114/4/1,動物用藥殘留,合格,,,
35857,正益魚行,臺北市,萬華區,臺北市萬華區富民路145巷5號1樓,冷凍半殼貽貝,114/4/1,動物用藥殘留,合格,,,
35858,上海鄉村信義137店,臺北市,大安區,臺北市大安區信義路4段137號,龍虎斑,114/4/1,動物用藥殘留,合格,,,
35859,台北君悅酒店凱菲屋Cafe,臺北市,信義區,臺北市信義區松壽路2號,午仔魚,114/4/1,動物用藥殘留,合格,,,
35860,饗食天堂信義店,臺北市,信義區,臺北市信義區松壽路12號6樓,生蠔,114/4/1,動物用藥殘留,合格,,,
35861,漁王企業行,臺北市,中山區,臺北市中山區民族東路410巷12號,黃魚,114/4/1,動物用藥殘留,合格,,,
35862,魚金貿易有限公司民族營業所,臺北市,中山區,臺北市中山區民族東路410巷2弄18號1樓,台灣蚵300g/包(超市用),114/4/1,動物用藥殘留,合格,,,
35863,正益魚行,臺北市,萬華區,臺北市萬華區富民路145巷5號1樓,黃魚,114/4/2,動物用藥殘留,合格,,,
35864,家福股份有限公司台北天母分公司,臺北市,士林區,臺北市士林區德行西路47號,冷凍鳳螺,114/4/2,動物用藥殘留,合格,,,
35865,MiaC'bon超市台北大葉店,臺北市,士林區,臺北市士林區忠誠路2段55號B1,黃魚,114/4/2,動物用藥殘留,合格,,,
35866,MiaC'bon超市台北大葉店,臺北市,士林區,臺北市士林區忠誠路2段55號B1,午仔,114/4/2,動物用藥殘留,合格,,,
35938,元億食品行,臺北市,萬華區,臺北市萬華區興義街56號,鴨肉,114/1/2,動物用藥殘留(氯吡啶),不合格,違反食品安全衛生管理法第47條,30000,
35943,和信蛋行,臺北市,士林區,臺北市士林區大南路425號,鴨蛋,114/2/26,農藥殘留,合格,,,
35944,和信蛋行,臺北市,士林區,臺北市士林區大南路425號,鴨蛋,114/2/26,農藥殘留,合格,,,
35945,有利蛋行,臺北市,中山區,臺北市中山區新生北路3段11巷49號,雞蛋,114/4/1,農藥殘留,合格,,,
35946,有利蛋行,臺北市,中山區,臺北市中山區新生北路3段11巷49號,雞蛋,114/4/1,農藥殘留,合格,,,
35947,有利蛋行,臺北市,中山區,臺北市中山區新生北路3段11巷49號,雞蛋,114/4/1,農藥殘留,合格,,,
35948,大雄蛋行,臺北市,中山區,臺北市中山區錦西街180之3號,雞蛋(紅殼紅心),114/4/1,農藥殘留,合格,,,
35949,大雄蛋行,臺北市,中山區,臺北市中山區錦西街180之3號,雞蛋(白殼紅心),114/4/1,農藥殘留,合格,,,
35950,福星土雞專賣店,臺北市,萬華區,臺北市萬華區環河南路2段245號,烏骨雞,114/4/2,農藥殘留,合格,,,
35951,全聯實業股份有限公司中正南昌分公司,臺北市,中正區,臺北市中正區南昌路1段51巷1號,火山烏骨雞切-解凍肉,114/4/2,農藥殘留,合格,,,
35952,737市場第8攤,臺北市,內湖區,臺北市內湖區內湖路一段737巷50弄6號,帶骨雞腿,114/4/1,農藥殘留,合格,,,
35953,新來興,臺北市,內湖區,臺北市內湖區內湖路一段737巷50弄6號,去骨雞胸肉,114/4/1,農藥殘留,合格,,,
35954,737市場第86攤,臺北市,內湖區,臺北市內湖區內湖路一段737巷50弄6號,去骨雞胸肉,114/4/1,農藥殘留,合格,,,
36112,元億食品行,臺北市,萬華區,臺北市萬華區興義街56號,鴨肉,114/1/2,農藥殘留,合格,,,
36131,勝光行,臺北市,大同區,臺北市大同區歸綏街238號1樓,-,114/4/15,GHP,合格,,,
36133,家見行,臺北市,大同區,臺北市大同區歸綏街234號1樓,-,114/4/15,GHP,合格,,,
36135,鼎鼎大飯店股份有限公司,臺北市,大安區,臺北市大安區敦化南路2段201號、203號1至5樓,-,114/4/15,GHP,合格,,,
36137,萬財商行,臺北市,信義區,臺北市信義區莊敬路289巷3弄6號,-,114/4/15,GHP,合格,,,
36139,新東陽股份有限公司忠孝東路分公司,臺北市,大安區,臺北市大安區忠孝東路4段303號,-,114/4/15,GHP,合格,,,
36141,瑞寶商店(信義市場6號攤),臺北市,大安區,臺北市大安區信義路3段107號,-,114/4/23,GHP,合格,,,
36143,福華大飯店股份有限公司,臺北市,大安區,臺北市大安區仁愛路3段160號,-,114/4/15,GHP,合格,,,
36145,李日勝有限公司,臺北市,大同區,臺北市大同區迪化街1段203號,-,114/4/30,GHP,合格,,,
36147,金玉蔥蒜行,臺北市,大同區,臺北市大同區迪化街1段222號,-,114/4/28,GHP,合格,,,
36149,桐寶飲食店(阿桐阿寶四神湯),臺北市,大同區,臺北市大同區民生西路153號,-,114/5/6,GHP,合格,,,
36151,全聯實業股份有限公司中山雙連分公司,臺北市,中山區,臺北市中山區錦西街8號1樓,-,114/4/16,GHP,合格,,,
36153,郭彥良號(常興南北貨專門店),臺北市,中正區,臺北市中正區羅斯福路1段8號B1樓(南門市場攤24號),-,114/4/25,GHP,合格,,,
36155,合興糕糰店,臺北市,中正區,臺北市中正區羅斯福路1段8號1樓(南門市場攤43號),-,114/4/16,GHP,合格,,,
36156,鍾秉叡號,臺北市,中正區,臺北市中正區羅斯福路一段8號B1-31.32,湖州豆沙粽,114/4/15,標示,合格,,,
36157,蔡宜縉號(大連食品),臺北市,中正區,臺北市中正區羅斯福路1段8號1樓(南門市場37號攤),-,114/4/25,GHP,合格,,,
36158,鍾秉叡號,臺北市,中正區,臺北市中正區羅斯福路一段8號B1-31.32,湖州鮮肉粽,114/4/15,標示,合格,,,
36159,棉花田生機園地股份有限公司福州門市,臺北市,中正區,臺北市中正區福州街11-7號,-,114/4/28,GHP,合格,,,
36160,鍾秉叡號,臺北市,中正區,臺北市中正區羅斯福路一段8號B1-31.32,鮮肉蛋黃粽,114/4/15,標示,合格,,,
36161,萊爾富國際股份有限公司,臺北市,內湖區,臺北市內湖區瑞光路502號3樓,-,114/4/21,GHP,合格,,,
36162,南園食品店,臺北市,中正區,臺北市中正區羅斯福路1段8號(76.77號攤B1),湖州鮮肉蛋黃粽,114/4/15,標示,合格,,,
36164,南園食品店,臺北市,中正區,臺北市中正區羅斯福路1段8號(76.77號攤B1),湖州鮮肉粽,114/4/15,標示,合格,,,
36166,南園食品店,臺北市,中正區,臺北市中正區羅斯福路1段8號(76.77號攤B1),湖州豆沙粽,114/4/15,標示,合格,,,
36168,珍品九如麵食館,臺北市,信義區,臺北市信義區忠孝東路5段141號1樓,湖州豆沙粽,114/4/15,標示,合格,,,
36170,珍品九如麵食館,臺北市,信義區,臺北市信義區忠孝東路5段141號1樓,湖州鮮肉粽,114/4/15,標示,合格,,,
36172,雙福肉粽行,臺北市,大同區,臺北市大同區延平北路4段34號,冷凍栗子仁G.B,114/4/16,標示,合格,,,
36174,雙福肉粽行,臺北市,大同區,臺北市大同區延平北路4段34號,鹹蛋黃,114/4/16,標示,合格,,,
36176,雙福肉粽行,臺北市,大同區,臺北市大同區延平北路4段34號,肉粽,114/4/16,標示,合格,,,
36178,佳興粿行,臺北市,大同區,臺北市大同區迪化街2段215之11號,南粽,114/4/16,標示,合格,,,
36180,佳興粿行,臺北市,大同區,臺北市大同區迪化街2段215之11號,AA蝦仁,114/4/16,標示,合格,,,
36182,佳興粿行,臺北市,大同區,臺北市大同區迪化街2段215之11號,鹹蛋黃,114/4/16,標示,合格,,,
36508,鍾秉叡號,臺北市,中正區,臺北市中正區羅斯福路一段8號B1-31.32,湖州豆沙粽,114/4/15,食品微生物,合格,,,
36510,鍾秉叡號,臺北市,中正區,臺北市中正區羅斯福路一段8號B1-31.32,湖州鮮肉粽,114/4/15,食品微生物,合格,,,
36512,鍾秉叡號,臺北市,中正區,臺北市中正區羅斯福路一段8號B1-31.32,鹹蛋黃,114/4/15,蘇丹色素,合格,,,
36514,南園食品店,臺北市,中正區,臺北市中正區羅斯福路1段8號(76.77號攤B1),湖州鮮肉蛋黃粽,114/4/15,食品微生物,合格,,,
36516,南園食品店,臺北市,中正區,臺北市中正區羅斯福路1段8號(76.77號攤B1),鹹蛋黃,114/4/15,蘇丹色素,合格,,,
36518,南園食品店,臺北市,中正區,臺北市中正區羅斯福路1段8號(76.77號攤B1),豬肉,114/4/15,乙型受體素,合格,,,
36520,珍品九如麵食館,臺北市,信義區,臺北市信義區忠孝東路5段141號1樓,湖州豆沙粽,114/4/15,食品微生物,合格,,,
36522,珍品九如麵食館,臺北市,信義區,臺北市信義區忠孝東路5段141號1樓,湖州鮮肉粽,114/4/15,食品微生物,合格,,,
36524,珍品九如麵食館,臺北市,信義區,臺北市信義區忠孝東路5段141號1樓,五花肉,114/4/16,乙型受體素,合格,,,
36526,雙福肉粽行,臺北市,大同區,臺北市大同區延平北路4段34號,冷凍栗子仁G.B,114/4/16,漂白劑、殺菌劑,合格,,,
36528,雙福肉粽行,臺北市,大同區,臺北市大同區延平北路4段34號,鹹蛋黃,114/4/16,蘇丹色素,合格,,,
36530,雙福肉粽行,臺北市,大同區,臺北市大同區延平北路4段34號,肉粽,114/4/16,食品微生物,合格,,,
36532,佳興粿行,臺北市,大同區,臺北市大同區迪化街2段215之11號,南粽,114/4/16,食品微生物,合格,,,
36534,佳興粿行,臺北市,大同區,臺北市大同區迪化街2段215之11號,AA蝦仁,114/4/16,漂白劑、殺菌劑,合格,,,
36536,佳興粿行,臺北市,大同區,臺北市大同區迪化街2段215之11號,鹹蛋黃,114/4/16,蘇丹色素,合格,,,
36659,勝光行,臺北市,大同區,臺北市大同區歸綏街238號1樓,桑椹乾,114/4/15,標示,合格,,,
36661,勝光行,臺北市,大同區,臺北市大同區歸綏街238號1樓,特級仙楂,114/4/15,標示,合格,,,
36663,勝光行,臺北市,大同區,臺北市大同區歸綏街238號1樓,楓糖腰果,114/4/15,標示,合格,,,
36665,家見行,臺北市,大同區,臺北市大同區歸綏街234號1樓,米豆醬,114/4/15,標示,合格,,,
36667,家見行,臺北市,大同區,臺北市大同區歸綏街234號1樓,家見辣椒醬,114/4/15,標示,合格,,,
36669,家見行,臺北市,大同區,臺北市大同區歸綏街234號1樓,辣豆瓣醬,114/4/15,標示,合格,,,
36671,鼎鼎大飯店股份有限公司,臺北市,大安區,臺北市大安區敦化南路2段201號、203號1至5樓,霸王級乾隆一品粽,114/4/15,標示,合格,,,
36673,鼎鼎大飯店股份有限公司,臺北市,大安區,臺北市大安區敦化南路2段201號、203號1至5樓,香宮經典烤鴨粽,114/4/15,標示,合格,,,
36675,鼎鼎大飯店股份有限公司,臺北市,大安區,臺北市大安區敦化南路2段201號、203號1至5樓,紫米奶黃流沙粽,114/4/15,標示,合格,,,
36677,萬財商行,臺北市,信義區,臺北市信義區莊敬路289巷3弄6號,梅花豬,114/4/15,標示,合格,,,
36679,萬財商行,臺北市,信義區,臺北市信義區莊敬路289巷3弄6號,牛雪花PRINE肉片,114/4/15,標示,合格,,,
36681,新東陽股份有限公司忠孝東路分公司,臺北市,大安區,臺北市大安區忠孝東路4段303號,北部肉粽,114/4/15,標示,合格,,,
36683,新東陽股份有限公司忠孝東路分公司,臺北市,大安區,臺北市大安區忠孝東路4段303號,紫米八寶甜粽,114/4/15,標示,合格,,,
36685,新東陽股份有限公司忠孝東路分公司,臺北市,大安區,臺北市大安區忠孝東路4段303號,松露和牛粽,114/4/15,標示,合格,,,
36687,瑞寶商店(信義市場6號攤),臺北市,大安區,臺北市大安區信義路3段107號,甘醇油膏(調和),114/4/15,標示,合格,,,
36689,瑞寶商店(信義市場6號攤),臺北市,大安區,臺北市大安區信義路3段107號,花蓮黑秈米,114/4/15,標示,合格,,,
36691,瑞寶商店(信義市場6號攤),臺北市,大安區,臺北市大安區信義路3段107號,香菇素蠔油,114/4/15,標示,合格,,,
36693,福華大飯店股份有限公司,臺北市,大安區,臺北市大安區仁愛路3段160號,碎菜脯(信發),114/4/15,標示,合格,,,
36695,福華大飯店股份有限公司,臺北市,大安區,臺北市大安區仁愛路3段160號,湖洲鮮肉粽,114/4/15,標示,合格,,,
36697,福華大飯店股份有限公司,臺北市,大安區,臺北市大安區仁愛路3段160號,艾草菜脯鹹粿粽,114/4/15,標示,合格,,,
36699,李日勝有限公司,臺北市,大同區,臺北市大同區迪化街1段203號,台灣劍蝦(大),114/4/16,標示,合格,,,
36701,李日勝有限公司,臺北市,大同區,臺北市大同區迪化街1段203號,埔里香菇,114/4/16,標示,合格,,,
36703,李日勝有限公司,臺北市,大同區,臺北市大同區迪化街1段203號,丸頭魚皮,114/4/16,標示,合格,,,
36705,金玉蔥蒜行,臺北市,大同區,臺北市大同區迪化街1段222號,[嚴選]台灣埔里冬小中香菇,114/4/16,標示,合格,,,
36707,金玉蔥蒜行,臺北市,大同區,臺北市大同區迪化街1段222號,[嚴選]小饅頭蛋酥,114/4/16,標示,合格,,,
36709,金玉蔥蒜行,臺北市,大同區,臺北市大同區迪化街1段222號,啓發陳皮梅李,114/4/16,標示,合格,,,
36711,桐寶飲食店(阿桐阿寶四神湯),臺北市,大同區,臺北市大同區民生西路153號,肉粽,114/4/16,標示,合格,,,
36713,全聯實業股份有限公司中山雙連分公司,臺北市,中山區,臺北市中山區錦西街8號1樓,豬瘦絞肉(粗),114/4/16,標示,合格,,,
36715,全聯實業股份有限公司中山雙連分公司,臺北市,中山區,臺北市中山區錦西街8號1樓,冷藏澳洲穀飼嫩肩牛排,114/4/16,標示,合格,,,
36717,全聯實業股份有限公司中山雙連分公司,臺北市,中山區,臺北市中山區錦西街8號1樓,豬五花火鍋/薄切肉片,114/4/16,標示,合格,,,
36719,郭彥良號(常興南北貨專門店),臺北市,中正區,臺北市中正區羅斯福路1段8號B1樓(南門市場攤24號),桂林辣椒醬,114/4/25,標示,合格,,,
36721,郭彥良號(常興南北貨專門店),臺北市,中正區,臺北市中正區羅斯福路1段8號B1樓(南門市場攤24號),油咖哩,114/4/25,標示,合格,,,
36723,郭彥良號(常興南北貨專門店),臺北市,中正區,臺北市中正區羅斯福路1段8號B1樓(南門市場攤24號),杜侯醬,114/4/25,標示,合格,,,
36725,合興糕糰店,臺北市,中正區,臺北市中正區羅斯福路1段8號1樓(南門市場攤43號),草仔粿,114/4/16,標示,合格,,,
36727,合興糕糰店,臺北市,中正區,臺北市中正區羅斯福路1段8號1樓(南門市場攤43號),紅豆糖年糕,114/4/16,標示,合格,,,
36729,合興糕糰店,臺北市,中正區,臺北市中正區羅斯福路1段8號1樓(南門市場攤43號),台灣糖年糕,114/4/16,標示,合格,,,
36731,蔡宜縉號(大連食品),臺北市,中正區,臺北市中正區羅斯福路1段8號1樓(南門市場37號攤),四川五香油辣子(微辣),114/4/25,標示,合格,,,
36733,蔡宜縉號(大連食品),臺北市,中正區,臺北市中正區羅斯福路1段8號1樓(南門市場37號攤),臭乳腐,114/4/25,標示,合格,,,
36735,蔡宜縉號(大連食品),臺北市,中正區,臺北市中正區羅斯福路1段8號1樓(南門市場37號攤),蔴油乳腐,114/4/25,標示,合格,,,
36737,棉花田生機園地股份有限公司福州門市,臺北市,中正區,臺北市中正區福州街11-7號,豬市吉五花火鍋肉片,114/4/21,標示,合格,,,
36739,棉花田生機園地股份有限公司福州門市,臺北市,中正區,臺北市中正區福州街11-7號,Odiva肉絲,114/4/21,標示,合格,,,
36741,棉花田生機園地股份有限公司福州門市,臺北市,中正區,臺北市中正區福州街11-7號,低脂肉絲,114/4/21,標示,合格,,,
36743,萊爾富國際股份有限公司,臺北市,內湖區,臺北市內湖區瑞光路502號3樓,紐澳良烤雞三明治,114/4/21,標示,合格,,,
36745,萊爾富國際股份有限公司,臺北市,內湖區,臺北市內湖區瑞光路502號3樓,夾心三角飯糰-龍蝦沙拉,114/4/21,標示,合格,,,
36747,萊爾富國際股份有限公司,臺北市,內湖區,臺北市內湖區瑞光路502號3樓,唐楊咖哩歐姆蛋包飯,114/4/21,標示,合格,,,
37583,勝光行,臺北市,大同區,臺北市大同區歸綏街238號1樓,蝦皮,114/4/15,漂白劑、殺菌劑,合格,,,
37584,家見行,臺北市,大同區,臺北市大同區歸綏街234號1樓,B.B.美美辣醬,114/4/15,漂白劑、防腐劑,合格,,,
37585,鼎鼎大飯店股份有限公司,臺北市,大安區,臺北市大安區敦化南路2段201號、203號1至5樓,蝦米,114/4/15,漂白劑、殺菌劑,合格,,,
37586,鼎鼎大飯店股份有限公司,臺北市,大安區,臺北市大安區敦化南路2段201號、203號1至5樓,白胡椒粉,114/4/15,環氧乙烷,合格,,,
37587,萬財商行,臺北市,信義區,臺北市信義區莊敬路289巷3弄6號,梅花豬,114/4/15,乙型受體素類,合格,,,
37588,萬財商行,臺北市,信義區,臺北市信義區莊敬路289巷3弄6號,牛雪花PRINE肉片,114/4/15,乙型受體素類,合格,,,
37589,新東陽股份有限公司忠孝東路分公司,臺北市,大安區,臺北市大安區忠孝東路4段303號,北部肉粽,114/4/15,防腐劑,合格,,,
37590,新東陽股份有限公司忠孝東路分公司,臺北市,大安區,臺北市大安區忠孝東路4段303號,紫米八寶甜粽,114/4/15,防腐劑,合格,,,
37591,瑞寶商店(信義市場6號攤),臺北市,大安區,臺北市大安區信義路3段107號,甘醇油膏(調和),114/4/15,防腐劑、漂白劑,合格,,,
37592,瑞寶商店(信義市場6號攤),臺北市,大安區,臺北市大安區信義路3段107號,蝦米,114/4/15,漂白劑、殺菌劑,合格,,,
37593,瑞寶商店(信義市場6號攤),臺北市,大安區,臺北市大安區信義路3段107號,香菇,114/4/15,漂白劑,合格,,,
37594,福華大飯店股份有限公司,臺北市,大安區,臺北市大安區仁愛路3段160號,碎菜脯(信發),114/4/15,防腐劑、漂白劑,合格,,,
37595,福華大飯店股份有限公司,臺北市,大安區,臺北市大安區仁愛路3段160號,五花肉-外銷豬,114/4/15,乙型受體素類,合格,,,
37596,李日勝有限公司,臺北市,大同區,臺北市大同區迪化街1段203號,台灣劍蝦(大),114/4/16,漂白劑、殺菌劑,合格,,,
37597,金玉蔥蒜行,臺北市,大同區,臺北市大同區迪化街1段222號,[嚴選]台灣埔里冬小中香菇,114/4/16,漂白劑,合格,,,
37598,桐寶飲食店(阿桐阿寶四神湯),臺北市,大同區,臺北市大同區民生西路153號,肉粽,114/4/16,防腐劑,合格,,,
37599,全聯實業股份有限公司中山雙連分公司,臺北市,中山區,臺北市中山區錦西街8號1樓,豬瘦絞肉(粗),114/4/16,乙型受體素類,合格,,,
37600,全聯實業股份有限公司中山雙連分公司,臺北市,中山區,臺北市中山區錦西街8號1樓,冷藏澳洲安格斯無骨牛小排,114/4/16,乙型受體素類,合格,,,
37601,郭彥良號(常興南北貨專門店),臺北市,中正區,臺北市中正區羅斯福路1段8號B1樓(南門市場攤24號),魷魚干,114/4/25,防腐劑、漂白劑,合格,,,
37602,合興糕糰店,臺北市,中正區,臺北市中正區羅斯福路1段8號1樓(南門市場攤43號),鹼粽,114/4/16,防腐劑,合格,,,
37603,合興糕糰店,臺北市,中正區,臺北市中正區羅斯福路1段8號1樓(南門市場攤43號),鮮肉粽,114/4/16,防腐劑,合格,,,
37604,蔡宜縉號(大連食品),臺北市,中正區,臺北市中正區羅斯福路1段8號1樓(南門市場37號攤),蝦干-金鉤蝦,114/4/25,漂白劑、殺菌劑,合格,,,
37605,蔡宜縉號(大連食品),臺北市,中正區,臺北市中正區羅斯福路1段8號1樓(南門市場37號攤),蝦干-大劍蝦,114/4/25,漂白劑、殺菌劑,合格,,,
37606,棉花田生機園地股份有限公司福州門市,臺北市,中正區,臺北市中正區福州街11-7號,豬市吉五花火鍋肉片,114/4/21,乙型受體素類,合格,,,
37607,棉花田生機園地股份有限公司福州門市,臺北市,中正區,臺北市中正區福州街11-7號,低脂肉絲,114/4/21,乙型受體素類,合格,,,
37608,蘭州市場(43號攤),臺北市,大同區,臺北市大同區昌吉街55號,胛心肉,114/4/15,乙型受體素類,合格,,,
37609,威爾森甜品舖(二水三京),臺北市,大同區,臺北市大同區酒泉街66號1樓,鹼粽,114/4/15,防腐劑,合格,,,
37610,吉興雜貨店,臺北市,信義區,臺北市信義區吳興街148號,蝦米,114/4/15,漂白劑、殺菌劑,合格,,,
37611,吉興雜貨店,臺北市,信義區,臺北市信義區吳興街148號,乾魷魚,114/4/15,防腐劑、漂白劑,合格,,,
37612,全聯實業股份有限公司文山萬美分公司,臺北市,文山區,臺北市文山區萬美街1段55號,美國冷藏牛腱,114/4/16,乙型受體素類,合格,,,
37613,全聯實業股份有限公司文山萬美分公司,臺北市,文山區,臺北市文山區萬美街1段55號,金蘭甜辣醬,114/4/16,防腐劑、漂白劑,合格,,,
37614,全聯實業股份有限公司士林蘭雅分公司,臺北市,士林區,臺北市士林區德行東路109巷104號,豬梅花火鍋/薄切肉片,114/4/16,乙型受體素類,合格,,,
38154,鍾秉叡號,臺北市,中正區,臺北市中正區羅斯福路一段8號B1-31.32,–,114/4/15,GHP,合格,,,
38155,南園食品店,臺北市,中正區,臺北市中正區羅斯福路1段8號(76.77號攤B1),–,114/4/15,GHP,合格,,,
38156,珍品九如麵食館,臺北市,信義區,臺北市信義區忠孝東路5段141號1樓,–,114/5/2,GHP,合格,,,
38157,雙福肉粽行,臺北市,大同區,臺北市大同區延平北路4段34號,–,114/5/2,GHP,合格,,,
38158,佳興粿行,臺北市,大同區,臺北市大同區迪化街2段215之11號,–,114/4/16,GHP,合格,,,
38230,大潤發流通事業股份有限公司南湖分公司,臺北市,內湖區,臺北市內湖區舊宗路一段188號,甜豆莢(豌豆),114/1/8,農藥殘留,合格,,,
38269,中崙市場-無市招菜攤(陳○宏),臺北市,松山區,臺北市松山區,芥菜(包心芥菜),114/1/3,農藥殘留,合格,,,
38270,旺旺水果行(龍江水果行),臺北市,中山區,臺北市中山區龍江路189號,鳳梨釋迦,114/1/2,農藥殘留,合格,,,
38271,中崙市場-無市招菜攤(陳○宏),臺北市,松山區,臺北市松山區,花椰菜,114/1/3,農藥殘留,合格,,,
38273,大潤發流通事業股份有限公司南湖分公司,臺北市,內湖區,臺北市內湖區舊宗路一段188號,青花菜,114/1/8,農藥殘留,合格,,,
38275,全聯實業股份有限公司信義林口分公司,臺北市,信義區,臺北市信義區大道里林口街176號地下一層,大芥菜(包心芥菜),114/1/7,農藥殘留,合格,,,
38277,阿海果菜行,臺北市,中山區,臺北市中山區龍江路356巷55號,大芥菜,114/1/2,農藥殘留,合格,,,
38279,興蓬萊有限公司大葉高島屋店(興蓬萊),臺北市,士林區,臺北市士林區忠誠路二段55號12樓,刈菜心(包心芥菜),114/1/3,農藥殘留,合格,,,
38281,全聯實業股份有限公司天母天玉分公司,臺北市,士林區,臺北市士林區天玉里天母西路3號地下,結球白菜,114/1/3,農藥殘留,合格,,,
38283,黃○汝,臺北市,中山區,臺北市中山區,花椰菜,114/1/2,農藥殘留,合格,,,
38290,阿一蔬果有限公司(阿一蔬果),臺北市,南港區,臺北市南港區忠孝東路六段85號1樓,草莓,114/1/8,農藥殘留,合格,,,
38294,旺旺水果行(龍江水果行),臺北市,中山區,臺北市中山區龍江路189號,草莓,114/1/2,農藥殘留,合格,,,
38296,一級鮮果商行,臺北市,大安區,臺北市大安區仁愛路四段408號,草莓,114/1/7,農藥殘留,合格,,,
38320,梅林水果行,臺北市,中正區,臺北市中正區開封街一段81.83號1樓,草莓,114/1/8,農藥殘留,合格,,,
38386,阿一蔬果有限公司(阿一蔬果),臺北市,南港區,臺北市南港區忠孝東路六段85號1樓,頂級雪麗棗,114/1/8,農藥殘留,合格,,,
38388,棉花田生機園地股份有限公司信義門市(棉花田),臺北市,中正區,臺北市中正區金山南路一段139-1號1樓及2樓,有機富士蘋果,114/1/16,農藥殘留,合格,,,
38390,一級鮮果商行,臺北市,大安區,臺北市大安區仁愛路四段408號,棗子(印度棗),114/1/7,農藥殘留,合格,,,
38406,棉花田生機園地股份有限公司信義門市(棉花田),臺北市,中正區,臺北市中正區金山南路一段139-1號1樓及2樓,有機愛妃Enry蘋果,114/1/16,農藥殘留,合格,,,
38417,中崙市場-天香蔬菜(24號攤),臺北市,松山區,臺北市松山區八德路三段76號,芥蘭花(格藍芽),114/1/3,農藥殘留,合格,,,
38419,微風超市股份有限公司(BreezeSuper),臺北市,松山區,臺北市松山區南京東路三段337號2樓,有機小白菜,114/1/3,農藥殘留,合格,,,
38421,全聯實業股份有限公司信義林口分公司,臺北市,信義區,臺北市信義區大道里林口街176號地下一層,茼蒿,114/1/7,農藥殘留,合格,,,
38423,余○鋒,臺北市,中山區,臺北市中山區,茼蒿,114/1/2,農藥殘留,合格,,,
38425,士東市場10號攤-小林蔬菜,臺北市,士林區,臺北市士林區士東路100號,小白菜,114/1/3,農藥殘留,合格,,,
38427,士東市場10號攤-小林蔬菜,臺北市,士林區,臺北市士林區士東路100號,小芥蘭(芥藍),114/1/3,農藥殘留,合格,,,
38429,青鄰蔬果行(青鄰蔬果),臺北市,士林區,臺北市士林區忠義街24號1樓,茼蒿,114/1/6,農藥殘留,合格,,,
38431,臺北士東水果行(亞洲水果大賣場),臺北市,士林區,臺北市士林區德行東路109巷15號,菠菜,114/1/3,農藥殘留,合格,,,
38433,全聯實業股份有限公司天母天玉分公司,臺北市,士林區,臺北市士林區天玉里天母西路3號地下,青江白菜(青江菜),114/1/3,農藥殘留,合格,,,
38435,侯○隆/榮濱商圈-蔬菜水菓店(13區店010),臺北市,中山區,臺北市中山區,芥蘭菜(芥藍菜),114/1/2,農藥殘留,合格,,,
38437,龍來餐飲有限公司(儂來美食),臺北市,中山區,臺北市中山區民生東路二段147巷11弄2-1號,菠菜,114/1/2,農藥殘留,合格,,,
38438,阿一蔬果有限公司(阿一蔬果),臺北市,南港區,臺北市南港區忠孝東路六段85號1樓,金桔,114/1/8,農藥殘留,合格,,,
38440,御之果有限公司,臺北市,信義區,臺北市信義區松信路117號,金桔,114/1/7,農藥殘留,合格,,,
38442,旺旺水果行(龍江水果行),臺北市,中山區,臺北市中山區龍江路189號,金桔,114/1/2,農藥殘留,合格,,,
38452,第一果菜市場-大臺北水果行(藍○智),臺北市,萬華區,臺北市萬華區,蜜柑,114/1/8,農藥殘留,合格,,,
38472,富邦媒體科技股份有限公司(網購平台),臺北市,內湖區,臺北市內湖區洲子街96號4樓,金桔,114/2/6,農藥殘留,合格,,,
38478,歐簿客科技股份有限公司,新北市,板橋區,新北市板橋區臺北市北投區文承路26、28號8樓、26、28號9樓,有機金柑(金棗),114/2/7,農藥殘留,合格,,,
38506,富邦媒體科技股份有限公司(網購平台),臺北市,內湖區,臺北市內湖區洲子街96號4樓,食品級玫瑰花,114/2/3,農藥殘留,合格,,,
38508,富邦媒體科技股份有限公司(網購平台),臺北市,內湖區,臺北市內湖區洲子街96號4樓,玫瑰,114/2/5,農藥殘留,合格,,,
38512,華夏全方位國際有限公司,臺北市,松山區,臺北市松山區南京東路四段197號8樓之2,玫瑰花茶,114/2/7,農藥殘留,合格,,,
38514,諾軒純禾烘焙材料商行,臺北市,松山區,臺北市松山區光復北路120巷28號一樓,天然粉玫瑰花朵,114/2/7,農藥殘留,合格,,,
38533,第一果菜批發市場地號1610,臺北市,萬華區,臺北市萬華區萬大路533號,青江菜,114/1/8,農藥殘留,合格,,,
