city,hospName,hospAddress,latitude,longitude,hospTel,type
新北市,維發診所,新北市中和區正南里華新街26號,24.9847496,121.5075702,29481089,登革熱疫苗
新北市,余泰昌小兒科診所,新北市中和區安平里宜安路134之1號,24.998477,121.50975,29230336,登革熱疫苗
新北市,劉彭小兒科診所,新北市中和區枋寮里中和路271號,24.999822,121.505593,22483136,登革熱疫苗
新北市,祐嘉骨科診所,新北市中和區南山里南華路22號,24.995771,121.503085,82455795,登革熱疫苗
新北市,莊福仁內科診所,新北市中和區壽南里興南路一段142-6號,24.987075,121.508387,29457550-9,登革熱疫苗
新北市,永育醫療南勢角診所,新北市中和區東南里仁愛街128號,24.986621,121.511753,29402202,登革熱疫苗
新北市,李凱國皮膚科診所,新北市中和區壽南里興南路一段146號1-2樓,24.987033,121.508354,86680185,登革熱疫苗
新北市,王曜庭診所,新北市中和區安平里景安路29號,24.998825,121.507838,89432226,登革熱疫苗
新北市,廣祥診所,新北市中和區忠孝里興南路二段29號,24.985821,121.507867,86683090,登革熱疫苗
新北市,康萊診所,新北市中和區中山里連城路317-2號,24.996074,121.489161,32341890,登革熱疫苗
新北市,英生耳鼻喉科診所,新北市中和區景新里景新街272號,24.992452,121.510782,29471565,登革熱疫苗
新北市,德祐診所,新北市中和區福南里興南路二段34巷1號,24.985505,121.506758,29401710,登革熱疫苗
新北市,南勢角德祐診所,新北市中和區景新里興南路一段56巷1弄1號1樓,24.990659,121.510709,29406035,登革熱疫苗
新北市,衛生福利部雙和醫院(委託臺北醫學大學興建經營),新北市中和區力行里中正路291號,24.993746,121.494082,22490088,登革熱疫苗
新北市,中和區衛生所,新北市中和區漳和里南山路4巷3號,24.998691,121.501638,22491936,登革熱疫苗
新北市,怡和醫院,新北市中和區廟美里連城路49號,25.001881,121.498506,22450009,登革熱疫苗
新北市,日欣診所,新北市中和區漳和里南山路15號,24.999247,121.502172,22402885,登革熱疫苗
新北市,朝安診所,新北市中和區漳和里南山路27-1號1樓及夾層,24.999005,121.502134,22493353,登革熱疫苗
新北市,全裕診所,新北市中和區安平里中和路294號,24.99977,121.508691,82313668,登革熱疫苗
新北市,賴俊元皮膚科,新北市中和區景南里景新街453號,24.988468,121.513282,84410532,登革熱疫苗
新北市,郭長堺診所,新北市中和區福善里中山路二段268號,25.002573,121.497069,22493557,登革熱疫苗
新北市,建良耳鼻喉科診所,新北市中和區景南里景新街465號,24.988244,121.513388,89413009,登革熱疫苗
新北市,正生婦幼聯合診所,新北市中和區正行里中正路122號,24.993858,121.499758,22446969,登革熱疫苗
新北市,禾益診所,新北市中和區景本里景新街401號,24.989729,121.512666,86681070,登革熱疫苗
新北市,安祐診所,新北市中和區景本里景新街401號,24.989729,121.512666,86681070,登革熱疫苗
